,Availability,region,year,policy,agg.land,value
64708,50 percent,Global,2020,CORE,Forests (Unmanaged),26944.356
64709,60 percent,Global,2020,CORE,Forests (Unmanaged),26939.79523
64710,70 percent,Global,2020,CORE,Forests (Unmanaged),26936.25952
64711,80 percent,Global,2020,CORE,Forests (Unmanaged),26933.43155
64712,90 percent,Global,2020,CORE,Forests (Unmanaged),26931.12377
64713,High Availability,Global,2020,CORE,Forests (Unmanaged),26925.56217
64714,Low Availability,Global,2020,CORE,Forests (Unmanaged),26929.43476
64715,0 percent,Global,2025,CORE,Forests (Unmanaged),27111.33914
64716,10 percent,Global,2025,CORE,Forests (Unmanaged),26824.87711
64717,100 percent,Global,2025,CORE,Forests (Unmanaged),26515.42238
64718,20 percent,Global,2025,CORE,Forests (Unmanaged),26739.51421
64719,30 percent,Global,2025,CORE,Forests (Unmanaged),26687.4232
64720,40 percent,Global,2025,CORE,Forests (Unmanaged),26649.30283
64721,50 percent,Global,2025,CORE,Forests (Unmanaged),26618.67561
64722,60 percent,Global,2025,CORE,Forests (Unmanaged),26592.83208
64723,70 percent,Global,2025,CORE,Forests (Unmanaged),26570.32684
64724,80 percent,Global,2025,CORE,Forests (Unmanaged),26550.25334
64725,90 percent,Global,2025,CORE,Forests (Unmanaged),26532.0868
64726,High Availability,Global,2025,CORE,Forests (Unmanaged),26579.32848
64727,Low Availability,Global,2025,CORE,Forests (Unmanaged),26596.78285
64728,0 percent,Global,2030,CORE,Forests (Unmanaged),27108.33322
64729,10 percent,Global,2030,CORE,Forests (Unmanaged),26692.08332
64730,100 percent,Global,2030,CORE,Forests (Unmanaged),26240.92278
64731,20 percent,Global,2030,CORE,Forests (Unmanaged),26565.19185
64732,30 percent,Global,2030,CORE,Forests (Unmanaged),26488.39628
64733,40 percent,Global,2030,CORE,Forests (Unmanaged),26432.18701
64734,50 percent,Global,2030,CORE,Forests (Unmanaged),26387.56197
64735,60 percent,Global,2030,CORE,Forests (Unmanaged),26350.44461
64736,70 percent,Global,2030,CORE,Forests (Unmanaged),26318.28761
64737,80 percent,Global,2030,CORE,Forests (Unmanaged),26289.82019
64738,90 percent,Global,2030,CORE,Forests (Unmanaged),26264.20279
64739,High Availability,Global,2030,CORE,Forests (Unmanaged),26332.99173
64740,Low Availability,Global,2030,CORE,Forests (Unmanaged),26358.94093
64741,0 percent,Global,2035,CORE,Forests (Unmanaged),27106.00369
64742,10 percent,Global,2035,CORE,Forests (Unmanaged),26569.60397
64743,100 percent,Global,2035,CORE,Forests (Unmanaged),25976.61933
64744,20 percent,Global,2035,CORE,Forests (Unmanaged),26400.75928
64745,30 percent,Global,2035,CORE,Forests (Unmanaged),26299.64737
64746,40 percent,Global,2035,CORE,Forests (Unmanaged),26226.10493
64747,50 percent,Global,2035,CORE,Forests (Unmanaged),26167.75381
64748,60 percent,Global,2035,CORE,Forests (Unmanaged),26118.98748
64749,70 percent,Global,2035,CORE,Forests (Unmanaged),26076.85633
64750,80 percent,Global,2035,CORE,Forests (Unmanaged),26039.79968
64751,90 percent,Global,2035,CORE,Forests (Unmanaged),26006.66835
64752,High Availability,Global,2035,CORE,Forests (Unmanaged),26096.73368
64753,Low Availability,Global,2035,CORE,Forests (Unmanaged),26131.33444
64754,0 percent,Global,2040,CORE,Forests (Unmanaged),27104.34704
64755,10 percent,Global,2040,CORE,Forests (Unmanaged),26467.26244
64756,100 percent,Global,2040,CORE,Forests (Unmanaged),25740.42388
64757,20 percent,Global,2040,CORE,Forests (Unmanaged),26260.79587
64758,30 percent,Global,2040,CORE,Forests (Unmanaged),26136.68025
64759,40 percent,Global,2040,CORE,Forests (Unmanaged),26046.10544
64760,50 percent,Global,2040,CORE,Forests (Unmanaged),25974.27128
64761,60 percent,Global,2040,CORE,Forests (Unmanaged),25914.27909
64762,70 percent,Global,2040,CORE,Forests (Unmanaged),25862.39193
64763,80 percent,Global,2040,CORE,Forests (Unmanaged),25816.49413
64764,90 percent,Global,2040,CORE,Forests (Unmanaged),25775.16656
64765,High Availability,Global,2040,CORE,Forests (Unmanaged),25893.47866
64766,Low Availability,Global,2040,CORE,Forests (Unmanaged),25937.26558
64767,0 percent,Global,2045,CORE,Forests (Unmanaged),27102.87968
64768,10 percent,Global,2045,CORE,Forests (Unmanaged),26363.19641
64769,100 percent,Global,2045,CORE,Forests (Unmanaged),25478.8357
64770,20 percent,Global,2045,CORE,Forests (Unmanaged),26114.94436
64771,30 percent,Global,2045,CORE,Forests (Unmanaged),25966.05973
64772,40 percent,Global,2045,CORE,Forests (Unmanaged),25857.08646
64773,50 percent,Global,2045,CORE,Forests (Unmanaged),25769.53245
64774,60 percent,Global,2045,CORE,Forests (Unmanaged),25695.81468
64775,70 percent,Global,2045,CORE,Forests (Unmanaged),25631.89952
64776,80 percent,Global,2045,CORE,Forests (Unmanaged),25575.41737
64777,90 percent,Global,2045,CORE,Forests (Unmanaged),25524.87817
64778,High Availability,Global,2045,CORE,Forests (Unmanaged),25680.1435
64779,Low Availability,Global,2045,CORE,Forests (Unmanaged),25731.84649
64780,0 percent,Global,2050,CORE,Forests (Unmanaged),27101.68506
64781,10 percent,Global,2050,CORE,Forests (Unmanaged),26272.92161
64782,100 percent,Global,2050,CORE,Forests (Unmanaged),25244.22669
64783,20 percent,Global,2050,CORE,Forests (Unmanaged),25984.2988
64784,30 percent,Global,2050,CORE,Forests (Unmanaged),25811.32962
64785,40 percent,Global,2050,CORE,Forests (Unmanaged),25685.15288
64786,50 percent,Global,2050,CORE,Forests (Unmanaged),25583.73778
64787,60 percent,Global,2050,CORE,Forests (Unmanaged),25498.37815
64788,70 percent,Global,2050,CORE,Forests (Unmanaged),25424.22619
64789,80 percent,Global,2050,CORE,Forests (Unmanaged),25358.31753
64790,90 percent,Global,2050,CORE,Forests (Unmanaged),25298.73508
64791,High Availability,Global,2050,CORE,Forests (Unmanaged),25487.07079
64792,Low Availability,Global,2050,CORE,Forests (Unmanaged),25546.92289
64793,0 percent,Global,2055,CORE,Forests (Unmanaged),27100.71973
64794,10 percent,Global,2055,CORE,Forests (Unmanaged),26186.31217
64795,100 percent,Global,2055,CORE,Forests (Unmanaged),25030.3421
64796,20 percent,Global,2055,CORE,Forests (Unmanaged),25859.04517
64797,30 percent,Global,2055,CORE,Forests (Unmanaged),25664.35207
64798,40 percent,Global,2055,CORE,Forests (Unmanaged),25523.34764
64799,50 percent,Global,2055,CORE,Forests (Unmanaged),25411.21032
64800,60 percent,Global,2055,CORE,Forests (Unmanaged),25315.76515
64801,70 percent,Global,2055,CORE,Forests (Unmanaged),25232.7626
64802,80 percent,Global,2055,CORE,Forests (Unmanaged),25158.57673
64803,90 percent,Global,2055,CORE,Forests (Unmanaged),25091.55457
64804,High Availability,Global,2055,CORE,Forests (Unmanaged),25303.09208
64805,Low Availability,Global,2055,CORE,Forests (Unmanaged),25369.65457
64806,0 percent,Global,2060,CORE,Forests (Unmanaged),27100.15941
64807,10 percent,Global,2060,CORE,Forests (Unmanaged),26128.03006
64808,100 percent,Global,2060,CORE,Forests (Unmanaged),24881.5085
64809,20 percent,Global,2060,CORE,Forests (Unmanaged),25770.38875
64810,30 percent,Global,2060,CORE,Forests (Unmanaged),25559.10109
64811,40 percent,Global,2060,CORE,Forests (Unmanaged),25406.62818
64812,50 percent,Global,2060,CORE,Forests (Unmanaged),25285.88194
64813,60 percent,Global,2060,CORE,Forests (Unmanaged),25184.75467
64814,70 percent,Global,2060,CORE,Forests (Unmanaged),25097.06658
64815,80 percent,Global,2060,CORE,Forests (Unmanaged),25018.45556
64816,90 percent,Global,2060,CORE,Forests (Unmanaged),24946.89359
64817,High Availability,Global,2060,CORE,Forests (Unmanaged),25170.51891
64818,Low Availability,Global,2060,CORE,Forests (Unmanaged),25242.11811
64819,0 percent,Global,2065,CORE,Forests (Unmanaged),27099.76992
64820,10 percent,Global,2065,CORE,Forests (Unmanaged),26086.21039
64821,100 percent,Global,2065,CORE,Forests (Unmanaged),24768.13143
64822,20 percent,Global,2065,CORE,Forests (Unmanaged),25704.41266
64823,30 percent,Global,2065,CORE,Forests (Unmanaged),25479.72208
64824,40 percent,Global,2065,CORE,Forests (Unmanaged),25317.36847
64825,50 percent,Global,2065,CORE,Forests (Unmanaged),25190.00632
64826,60 percent,Global,2065,CORE,Forests (Unmanaged),25083.68864
64827,70 percent,Global,2065,CORE,Forests (Unmanaged),24991.5919
64828,80 percent,Global,2065,CORE,Forests (Unmanaged),24910.1103
64829,90 percent,Global,2065,CORE,Forests (Unmanaged),24835.94241
64830,High Availability,Global,2065,CORE,Forests (Unmanaged),25069.77911
64831,Low Availability,Global,2065,CORE,Forests (Unmanaged),25144.95521
64832,0 percent,Global,2070,CORE,Forests (Unmanaged),27099.57195
64833,10 percent,Global,2070,CORE,Forests (Unmanaged),26065.32151
64834,100 percent,Global,2070,CORE,Forests (Unmanaged),24699.42607
64835,20 percent,Global,2070,CORE,Forests (Unmanaged),25665.0949
64836,30 percent,Global,2070,CORE,Forests (Unmanaged),25431.17461
64837,40 percent,Global,2070,CORE,Forests (Unmanaged),25264.58487
64838,50 percent,Global,2070,CORE,Forests (Unmanaged),25134.08735
64839,60 percent,Global,2070,CORE,Forests (Unmanaged),25025.04391
64840,70 percent,Global,2070,CORE,Forests (Unmanaged),24930.4362
64841,80 percent,Global,2070,CORE,Forests (Unmanaged),24846.01498
64842,90 percent,Global,2070,CORE,Forests (Unmanaged),24769.4764
64843,High Availability,Global,2070,CORE,Forests (Unmanaged),25010.08459
64844,Low Availability,Global,2070,CORE,Forests (Unmanaged),25087.54431
64845,0 percent,Global,2075,CORE,Forests (Unmanaged),27099.50181
64846,10 percent,Global,2075,CORE,Forests (Unmanaged),26055.1006
64847,100 percent,Global,2075,CORE,Forests (Unmanaged),24660.11966
64848,20 percent,Global,2075,CORE,Forests (Unmanaged),25644.19834
64849,30 percent,Global,2075,CORE,Forests (Unmanaged),25402.62481
64850,40 percent,Global,2075,CORE,Forests (Unmanaged),25231.73012
64851,50 percent,Global,2075,CORE,Forests (Unmanaged),25098.26611
64852,60 percent,Global,2075,CORE,Forests (Unmanaged),24987.26822
64853,70 percent,Global,2075,CORE,Forests (Unmanaged),24891.42737
64854,80 percent,Global,2075,CORE,Forests (Unmanaged),24806.81192
64855,90 percent,Global,2075,CORE,Forests (Unmanaged),24730.29059
64856,High Availability,Global,2075,CORE,Forests (Unmanaged),24973.22399
64857,Low Availability,Global,2075,CORE,Forests (Unmanaged),25050.89954
64858,0 percent,Global,2080,CORE,Forests (Unmanaged),27099.4855
64859,10 percent,Global,2080,CORE,Forests (Unmanaged),26050.51346
64860,100 percent,Global,2080,CORE,Forests (Unmanaged),24634.4839
64861,20 percent,Global,2080,CORE,Forests (Unmanaged),25630.27756
64862,30 percent,Global,2080,CORE,Forests (Unmanaged),25383.26105
64863,40 percent,Global,2080,CORE,Forests (Unmanaged),25210.38893
64864,50 percent,Global,2080,CORE,Forests (Unmanaged),25075.53842
64865,60 percent,Global,2080,CORE,Forests (Unmanaged),24963.70522
64866,70 percent,Global,2080,CORE,Forests (Unmanaged),24867.45351
64867,80 percent,Global,2080,CORE,Forests (Unmanaged),24782.4821
64868,90 percent,Global,2080,CORE,Forests (Unmanaged),24705.18039
64869,High Availability,Global,2080,CORE,Forests (Unmanaged),24948.49046
64870,Low Availability,Global,2080,CORE,Forests (Unmanaged),25026.51945
64871,0 percent,Global,2085,CORE,Forests (Unmanaged),27099.5475
64872,10 percent,Global,2085,CORE,Forests (Unmanaged),26053.90976
64873,100 percent,Global,2085,CORE,Forests (Unmanaged),24628.64071
64874,20 percent,Global,2085,CORE,Forests (Unmanaged),25627.99421
64875,30 percent,Global,2085,CORE,Forests (Unmanaged),25377.01155
64876,40 percent,Global,2085,CORE,Forests (Unmanaged),25202.84175
64877,50 percent,Global,2085,CORE,Forests (Unmanaged),25068.13603
64878,60 percent,Global,2085,CORE,Forests (Unmanaged),24956.86097
64879,70 percent,Global,2085,CORE,Forests (Unmanaged),24861.33879
64880,80 percent,Global,2085,CORE,Forests (Unmanaged),24775.821
64881,90 percent,Global,2085,CORE,Forests (Unmanaged),24698.74604
64882,High Availability,Global,2085,CORE,Forests (Unmanaged),24941.42966
64883,Low Availability,Global,2085,CORE,Forests (Unmanaged),25019.09114
64884,0 percent,Global,2090,CORE,Forests (Unmanaged),27099.66724
64885,10 percent,Global,2090,CORE,Forests (Unmanaged),26062.46844
64886,100 percent,Global,2090,CORE,Forests (Unmanaged),24636.73462
64887,20 percent,Global,2090,CORE,Forests (Unmanaged),25634.02626
64888,30 percent,Global,2090,CORE,Forests (Unmanaged),25380.89607
64889,40 percent,Global,2090,CORE,Forests (Unmanaged),25206.45589
64890,50 percent,Global,2090,CORE,Forests (Unmanaged),25072.3799
64891,60 percent,Global,2090,CORE,Forests (Unmanaged),24961.62353
64892,70 percent,Global,2090,CORE,Forests (Unmanaged),24866.02495
64893,80 percent,Global,2090,CORE,Forests (Unmanaged),24781.57558
64894,90 percent,Global,2090,CORE,Forests (Unmanaged),24705.83701
64895,High Availability,Global,2090,CORE,Forests (Unmanaged),24946.40753
64896,Low Availability,Global,2090,CORE,Forests (Unmanaged),25023.12069
64897,0 percent,Global,2095,CORE,Forests (Unmanaged),27099.86952
64898,10 percent,Global,2095,CORE,Forests (Unmanaged),26077.73887
64899,100 percent,Global,2095,CORE,Forests (Unmanaged),24659.87555
64900,20 percent,Global,2095,CORE,Forests (Unmanaged),25649.80037
64901,30 percent,Global,2095,CORE,Forests (Unmanaged),25396.54079
64902,40 percent,Global,2095,CORE,Forests (Unmanaged),25222.62433
64903,50 percent,Global,2095,CORE,Forests (Unmanaged),25089.28884
64904,60 percent,Global,2095,CORE,Forests (Unmanaged),24979.52251
64905,70 percent,Global,2095,CORE,Forests (Unmanaged),24885.33101
64906,80 percent,Global,2095,CORE,Forests (Unmanaged),24802.5174
64907,90 percent,Global,2095,CORE,Forests (Unmanaged),24727.85511
64908,High Availability,Global,2095,CORE,Forests (Unmanaged),24966.13536
64909,Low Availability,Global,2095,CORE,Forests (Unmanaged),25041.6812
64910,0 percent,Global,2100,CORE,Forests (Unmanaged),27100.15207
64911,10 percent,Global,2100,CORE,Forests (Unmanaged),26098.2553
64912,100 percent,Global,2100,CORE,Forests (Unmanaged),24701.31567
64913,20 percent,Global,2100,CORE,Forests (Unmanaged),25674.37012
64914,30 percent,Global,2100,CORE,Forests (Unmanaged),25422.49883
64915,40 percent,Global,2100,CORE,Forests (Unmanaged),25250.87179
64916,50 percent,Global,2100,CORE,Forests (Unmanaged),25119.50463
64917,60 percent,Global,2100,CORE,Forests (Unmanaged),25012.04271
64918,70 percent,Global,2100,CORE,Forests (Unmanaged),24920.38336
64919,80 percent,Global,2100,CORE,Forests (Unmanaged),24839.32082
64920,90 percent,Global,2100,CORE,Forests (Unmanaged),24766.68606
64921,High Availability,Global,2100,CORE,Forests (Unmanaged),24999.10408
64922,Low Availability,Global,2100,CORE,Forests (Unmanaged),25072.95243
64923,0 percent,Global,1975,CORE,Grassland,49741.54642
64924,10 percent,Global,1975,CORE,Grassland,49741.54992
64925,100 percent,Global,1975,CORE,Grassland,49741.54494
64926,20 percent,Global,1975,CORE,Grassland,49741.54471
64927,30 percent,Global,1975,CORE,Grassland,49741.54713
64928,40 percent,Global,1975,CORE,Grassland,49741.54454
64929,50 percent,Global,1975,CORE,Grassland,49741.5427
64930,60 percent,Global,1975,CORE,Grassland,49741.54345
64931,70 percent,Global,1975,CORE,Grassland,49741.54863
64932,80 percent,Global,1975,CORE,Grassland,49741.54426
64933,90 percent,Global,1975,CORE,Grassland,49741.55046
64934,High Availability,Global,1975,CORE,Grassland,49741.54218
64935,Low Availability,Global,1975,CORE,Grassland,49741.54805
64936,0 percent,Global,1990,CORE,Grassland,50817.61218
64937,10 percent,Global,1990,CORE,Grassland,50817.61718
64938,100 percent,Global,1990,CORE,Grassland,50817.60812
64939,20 percent,Global,1990,CORE,Grassland,50817.62046
64940,30 percent,Global,1990,CORE,Grassland,50817.61028
64941,40 percent,Global,1990,CORE,Grassland,50817.62105
64942,50 percent,Global,1990,CORE,Grassland,50817.62171
64943,60 percent,Global,1990,CORE,Grassland,50817.62246
64944,70 percent,Global,1990,CORE,Grassland,50817.61376
64945,80 percent,Global,1990,CORE,Grassland,50817.61754
64946,90 percent,Global,1990,CORE,Grassland,50817.61542
64947,High Availability,Global,1990,CORE,Grassland,50817.61358
64948,Low Availability,Global,1990,CORE,Grassland,50817.61991
64949,0 percent,Global,2005,CORE,Grassland,50829.93638
64950,10 percent,Global,2005,CORE,Grassland,50829.93708
64951,100 percent,Global,2005,CORE,Grassland,50829.94607
64952,20 percent,Global,2005,CORE,Grassland,50829.93654
64953,30 percent,Global,2005,CORE,Grassland,50829.93896
64954,40 percent,Global,2005,CORE,Grassland,50829.93283
64955,50 percent,Global,2005,CORE,Grassland,50829.94009
64956,60 percent,Global,2005,CORE,Grassland,50829.9307
64957,70 percent,Global,2005,CORE,Grassland,50829.94337
64958,80 percent,Global,2005,CORE,Grassland,50829.93757
64959,90 percent,Global,2005,CORE,Grassland,50829.93335
64960,High Availability,Global,2005,CORE,Grassland,50829.94206
64961,Low Availability,Global,2005,CORE,Grassland,50829.9384
64962,0 percent,Global,2010,CORE,Grassland,50698.85194
64963,10 percent,Global,2010,CORE,Grassland,50698.86414
64964,100 percent,Global,2010,CORE,Grassland,50698.86487
64965,20 percent,Global,2010,CORE,Grassland,50698.86101
64966,30 percent,Global,2010,CORE,Grassland,50698.85866
64967,40 percent,Global,2010,CORE,Grassland,50698.86277
64968,50 percent,Global,2010,CORE,Grassland,50698.8612
64969,60 percent,Global,2010,CORE,Grassland,50698.86562
64970,70 percent,Global,2010,CORE,Grassland,50698.86238
64971,80 percent,Global,2010,CORE,Grassland,50698.858
64972,90 percent,Global,2010,CORE,Grassland,50698.86363
64973,High Availability,Global,2010,CORE,Grassland,50698.86223
64974,Low Availability,Global,2010,CORE,Grassland,50698.86409
64975,0 percent,Global,2015,CORE,Grassland,50176.86944
64976,10 percent,Global,2015,CORE,Grassland,50176.8733
64977,100 percent,Global,2015,CORE,Grassland,50176.87455
64978,20 percent,Global,2015,CORE,Grassland,50176.87645
64979,30 percent,Global,2015,CORE,Grassland,50176.87051
64980,40 percent,Global,2015,CORE,Grassland,50176.87498
64981,50 percent,Global,2015,CORE,Grassland,50176.88272
64982,60 percent,Global,2015,CORE,Grassland,50176.87498
64983,70 percent,Global,2015,CORE,Grassland,50176.87051
64984,80 percent,Global,2015,CORE,Grassland,50176.87645
64985,90 percent,Global,2015,CORE,Grassland,50176.8733
64986,High Availability,Global,2015,CORE,Grassland,50176.88472
64987,Low Availability,Global,2015,CORE,Grassland,50176.87682
64988,0 percent,Global,2020,CORE,Grassland,50167.108
64989,10 percent,Global,2020,CORE,Grassland,49880.30046
64990,100 percent,Global,2020,CORE,Grassland,49709.87554
64991,20 percent,Global,2020,CORE,Grassland,49812.103
64992,30 percent,Global,2020,CORE,Grassland,49778.57117
64993,40 percent,Global,2020,CORE,Grassland,49758.03539
64994,50 percent,Global,2020,CORE,Grassland,49743.96999
64995,60 percent,Global,2020,CORE,Grassland,49733.6362
64996,70 percent,Global,2020,CORE,Grassland,49725.68545
64997,80 percent,Global,2020,CORE,Grassland,49719.3556
64998,90 percent,Global,2020,CORE,Grassland,49714.18572
64999,High Availability,Global,2020,CORE,Grassland,49729.24197
65000,Low Availability,Global,2020,CORE,Grassland,49728.03753
65001,0 percent,Global,2025,CORE,Grassland,50157.31963
65002,10 percent,Global,2025,CORE,Grassland,49483.10557
65003,100 percent,Global,2025,CORE,Grassland,49000.92587
65004,20 percent,Global,2025,CORE,Grassland,49299.95213
65005,30 percent,Global,2025,CORE,Grassland,49206.49992
65006,40 percent,Global,2025,CORE,Grassland,49147.89017
65007,50 percent,Global,2025,CORE,Grassland,49106.74885
65008,60 percent,Global,2025,CORE,Grassland,49075.83867
65009,70 percent,Global,2025,CORE,Grassland,49051.51381
65010,80 percent,Global,2025,CORE,Grassland,49031.70053
65011,90 percent,Global,2025,CORE,Grassland,49015.10552
65012,High Availability,Global,2025,CORE,Grassland,49056.42778
65013,Low Availability,Global,2025,CORE,Grassland,49057.49588
65014,0 percent,Global,2030,CORE,Grassland,50151.41251
65015,10 percent,Global,2030,CORE,Grassland,49171.32499
65016,100 percent,Global,2030,CORE,Grassland,48435.24717
65017,20 percent,Global,2030,CORE,Grassland,48886.99561
65018,30 percent,Global,2030,CORE,Grassland,48742.14596
65019,40 percent,Global,2030,CORE,Grassland,48651.76767
65020,50 percent,Global,2030,CORE,Grassland,48589.40339
65021,60 percent,Global,2030,CORE,Grassland,48543.46521
65022,70 percent,Global,2030,CORE,Grassland,48507.76302
65023,80 percent,Global,2030,CORE,Grassland,48479.02513
65024,90 percent,Global,2030,CORE,Grassland,48455.25764
65025,High Availability,Global,2030,CORE,Grassland,48502.13396
65026,Low Availability,Global,2030,CORE,Grassland,48502.83184
65027,0 percent,Global,2035,CORE,Grassland,50146.99632
65028,10 percent,Global,2035,CORE,Grassland,48888.53478
65029,100 percent,Global,2035,CORE,Grassland,47879.57582
65030,20 percent,Global,2035,CORE,Grassland,48497.45602
65031,30 percent,Global,2035,CORE,Grassland,48297.85971
65032,40 percent,Global,2035,CORE,Grassland,48173.85777
65033,50 percent,Global,2035,CORE,Grassland,48088.54253
65034,60 percent,Global,2035,CORE,Grassland,48025.57417
65035,70 percent,Global,2035,CORE,Grassland,47976.84181
65036,80 percent,Global,2035,CORE,Grassland,47938.02206
65037,90 percent,Global,2035,CORE,Grassland,47906.22587
65038,High Availability,Global,2035,CORE,Grassland,47955.32034
65039,Low Availability,Global,2035,CORE,Grassland,47955.88109
65040,0 percent,Global,2040,CORE,Grassland,50143.99738
65041,10 percent,Global,2040,CORE,Grassland,48655.25234
65042,100 percent,Global,2040,CORE,Grassland,47359.14828
65043,20 percent,Global,2040,CORE,Grassland,48161.26904
65044,30 percent,Global,2040,CORE,Grassland,47904.21193
65045,40 percent,Global,2040,CORE,Grassland,47743.07832
65046,50 percent,Global,2040,CORE,Grassland,47631.60901
65047,60 percent,Global,2040,CORE,Grassland,47549.10984
65048,70 percent,Global,2040,CORE,Grassland,47485.12359
65049,80 percent,Global,2040,CORE,Grassland,47433.75995
65050,90 percent,Global,2040,CORE,Grassland,47391.40665
65051,High Availability,Global,2040,CORE,Grassland,47452.4148
65052,Low Availability,Global,2040,CORE,Grassland,47454.9434
65053,0 percent,Global,2045,CORE,Grassland,50141.49352
65054,10 percent,Global,2045,CORE,Grassland,48427.6514
65055,100 percent,Global,2045,CORE,Grassland,46799.17302
65056,20 percent,Global,2045,CORE,Grassland,47820.76918
65057,30 percent,Global,2045,CORE,Grassland,47499.05333
65058,40 percent,Global,2045,CORE,Grassland,47295.7025
65059,50 percent,Global,2045,CORE,Grassland,47153.5005
65060,60 percent,Global,2045,CORE,Grassland,47047.77392
65061,70 percent,Global,2045,CORE,Grassland,46965.37032
65062,80 percent,Global,2045,CORE,Grassland,46899.3118
65063,90 percent,Global,2045,CORE,Grassland,46844.96242
65064,High Availability,Global,2045,CORE,Grassland,46916.21219
65065,Low Availability,Global,2045,CORE,Grassland,46920.6946
65066,0 percent,Global,2050,CORE,Grassland,50139.5711
65067,10 percent,Global,2050,CORE,Grassland,48239.37234
65068,100 percent,Global,2050,CORE,Grassland,46290.46512
65069,20 percent,Global,2050,CORE,Grassland,47522.35423
65070,30 percent,Global,2050,CORE,Grassland,47135.46421
65071,40 percent,Global,2050,CORE,Grassland,46890.28226
65072,50 percent,Global,2050,CORE,Grassland,46718.15799
65073,60 percent,Global,2050,CORE,Grassland,46590.36929
65074,70 percent,Global,2050,CORE,Grassland,46491.26945
65075,80 percent,Global,2050,CORE,Grassland,46411.65806
65076,90 percent,Global,2050,CORE,Grassland,46345.88886
65077,High Availability,Global,2050,CORE,Grassland,46420.03351
65078,Low Availability,Global,2050,CORE,Grassland,46426.99142
65079,0 percent,Global,2055,CORE,Grassland,50138.04328
65080,10 percent,Global,2055,CORE,Grassland,48059.86493
65081,100 percent,Global,2055,CORE,Grassland,45762.3126
65082,20 percent,Global,2055,CORE,Grassland,47230.33584
65083,30 percent,Global,2055,CORE,Grassland,46771.30592
65084,40 percent,Global,2055,CORE,Grassland,46478.68479
65085,50 percent,Global,2055,CORE,Grassland,46275.01706
65086,60 percent,Global,2055,CORE,Grassland,46122.45994
65087,70 percent,Global,2055,CORE,Grassland,46004.0824
65088,80 percent,Global,2055,CORE,Grassland,45908.09535
65089,90 percent,Global,2055,CORE,Grassland,45828.90412
65090,High Availability,Global,2055,CORE,Grassland,45907.04169
65091,Low Availability,Global,2055,CORE,Grassland,45916.47346
65092,0 percent,Global,2060,CORE,Grassland,50137.22613
65093,10 percent,Global,2060,CORE,Grassland,47938.3127
65094,100 percent,Global,2060,CORE,Grassland,45344.23448
65095,20 percent,Global,2060,CORE,Grassland,47017.59286
65096,30 percent,Global,2060,CORE,Grassland,46496.38099
65097,40 percent,Global,2060,CORE,Grassland,46160.47011
65098,50 percent,Global,2060,CORE,Grassland,45926.03351
65099,60 percent,Global,2060,CORE,Grassland,45752.41002
65100,70 percent,Global,2060,CORE,Grassland,45618.06334
65101,80 percent,Global,2060,CORE,Grassland,45509.67191
65102,90 percent,Global,2060,CORE,Grassland,45419.78058
65103,High Availability,Global,2060,CORE,Grassland,45498.44915
65104,Low Availability,Global,2060,CORE,Grassland,45511.68655
65105,0 percent,Global,2065,CORE,Grassland,50136.68186
65106,10 percent,Global,2065,CORE,Grassland,47853.28379
65107,100 percent,Global,2065,CORE,Grassland,44990.50519
65108,20 percent,Global,2065,CORE,Grassland,46856.70818
65109,30 percent,Global,2065,CORE,Grassland,46282.03549
65110,40 percent,Global,2065,CORE,Grassland,45904.43505
65111,50 percent,Global,2065,CORE,Grassland,45639.77144
65112,60 percent,Global,2065,CORE,Grassland,45444.72856
65113,70 percent,Global,2065,CORE,Grassland,45293.83893
65114,80 percent,Global,2065,CORE,Grassland,45173.42115
65115,90 percent,Global,2065,CORE,Grassland,45073.94489
65116,High Availability,Global,2065,CORE,Grassland,45156.28352
65117,Low Availability,Global,2065,CORE,Grassland,45173.24609
65118,0 percent,Global,2070,CORE,Grassland,50136.44714
65119,10 percent,Global,2070,CORE,Grassland,47811.11659
65120,100 percent,Global,2070,CORE,Grassland,44725.24187
65121,20 percent,Global,2070,CORE,Grassland,46757.90922
65122,30 percent,Global,2070,CORE,Grassland,46132.3532
65123,40 percent,Global,2070,CORE,Grassland,45721.90248
65124,50 percent,Global,2070,CORE,Grassland,45435.14182
65125,60 percent,Global,2070,CORE,Grassland,45221.61674
65126,70 percent,Global,2070,CORE,Grassland,45056.30146
65127,80 percent,Global,2070,CORE,Grassland,44924.42991
65128,90 percent,Global,2070,CORE,Grassland,44816.11379
65129,High Availability,Global,2070,CORE,Grassland,44903.02958
65130,Low Availability,Global,2070,CORE,Grassland,44923.73213
65131,0 percent,Global,2075,CORE,Grassland,50136.43444
65132,10 percent,Global,2075,CORE,Grassland,47786.56746
65133,100 percent,Global,2075,CORE,Grassland,44513.07996
65134,20 percent,Global,2075,CORE,Grassland,46701.9035
65135,30 percent,Global,2075,CORE,Grassland,46040.48443
65136,40 percent,Global,2075,CORE,Grassland,45598.29432
65137,50 percent,Global,2075,CORE,Grassland,45285.31548
65138,60 percent,Global,2075,CORE,Grassland,45052.28823
65139,70 percent,Global,2075,CORE,Grassland,44871.86138
65140,80 percent,Global,2075,CORE,Grassland,44727.93584
65141,90 percent,Global,2075,CORE,Grassland,44611.04283
65142,High Availability,Global,2075,CORE,Grassland,44702.07214
65143,Low Availability,Global,2075,CORE,Grassland,44727.72099
